x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.15,2018-12-15 00:00:00,AB,2018,12,15,-0.6,,-8,,6.7,,0,,,,,,6,,27,,51,,0,,18.6,,34,,83,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.16,2018-12-16 00:00:00,AB,2018,12,16,-2,,-6.8,,2.9,,0,,,,,,4,,,,,,0,,20,,55,,79,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.17,2018-12-17 00:00:00,AB,2018,12,17,0.3,,-6.8,,7.5,,0,,,,,,5,,25,,46,,0,,17.7,,41,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.18,2018-12-18 00:00:00,AB,2018,12,18,0.8,,-4.6,,6.3,,0,,,,,,4,,30,,35,,0,,17.2,,45,,71,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.19,2018-12-19 00:00:00,AB,2018,12,19,1.7,,-2.7,,6.1,,0,,,,,,3,,29,,55,,0,,16.3,,28,,60,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.20,2018-12-20 00:00:00,AB,2018,12,20,2.4,,-3.5,,8.4,,0,,,,,,3,,24,,60,,0,,15.6,,43,,66,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.21,2018-12-21 00:00:00,AB,2018,12,21,0.6,,-3.5,,4.7,,0,,,,,,3,,22,,58,,0,,17.4,,23,,66,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.22,2018-12-22 00:00:00,AB,2018,12,22,-6.3,,-10.2,,-2.5,,0,,,,,,2,,34,,36,,0,,24.3,,38,,73,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.23,2018-12-23 00:00:00,AB,2018,12,23,-2.5,,-7.8,,2.7,,0.3,,,,,,2,,27,,39,,0,,20.5,,39,,76,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.24,2018-12-24 00:00:00,AB,2018,12,24,-8.5,,-13.4,,-3.6,,0.2,,,,,,1,,,,,,0,,26.5,,62,,91,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.25,2018-12-25 00:00:00,AB,2018,12,25,-6.2,,-10.3,,-2.1,,0.5,,,,,,2,,,,,,0,,24.2,,72,,92,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.26,2018-12-26 00:00:00,AB,2018,12,26,-6.5,,-9,,-4,,0.5,,,,,,3,,,,,,0,,24.5,,89,,94,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.27,2018-12-27 00:00:00,AB,2018,12,27,-7.8,,-9.8,,-5.8,,0.4,,,,,,2,,,,,,0,,25.8,,79,,92,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.28,2018-12-28 00:00:00,AB,2018,12,28,-6,,-13.8,,1.7,,0,,,,,,2,,28,,46,,0,,24,,41,,81,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.29,2018-12-29 00:00:00,AB,2018,12,29,2.3,,-4.2,,8.7,,0,,,,,,3,,27,,41,,0,,15.7,,34,,70,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.30,2018-12-30 00:00:00,AB,2018,12,30,-5.1,,-13.8,,3.5,,0.2,,,,,,2,,34,,60,,0,,23.1,,59,,91,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2018.12.31,2018-12-31 00:00:00,AB,2018,12,31,-11.7,,-15.2,,-8.2,,0.3,,,,,,2,,,,,,0,,29.7,,54,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.1,2019-01-01 00:00:00,AB,2019,1,1,-3.3,,-12.2,,5.7,,0.2,,,,,,3,,29,,44,,0,,21.3,,39,,70,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.2,2019-01-02 00:00:00,AB,2019,1,2,7.6,,4.9,,10.3,,0,,,,,,2,,27,,70,,0,,10.4,,34,,51,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.3,2019-01-03 00:00:00,AB,2019,1,3,3.7,,-2.4,,9.7,,0.5,,,,,,0,,27,,62,,0,,14.3,,36,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.4,2019-01-04 00:00:00,AB,2019,1,4,1.2,,-6.5,,8.8,,0,,,,,,0,,23,,66,,0,,16.8,,28,,95,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.5,2019-01-05 00:00:00,AB,2019,1,5,-7.5,,-10,,-5,,0,,,,,,0,,,,,,0,,25.5,,90,,94,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.6,2019-01-06 00:00:00,AB,2019,1,6,-1,,-7.2,,5.1,,0,,,,,,,,27,,53,,0,,19,,30,,94,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.7,2019-01-07 00:00:00,AB,2019,1,7,-9.6,,-13.3,,-6,,0.7,,,,,,,,32,,31,,0,,27.6,,56,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.8,2019-01-08 00:00:00,AB,2019,1,8,-10.7,,-15,,-6.4,,0.2,,,,,,,,15,,33,,0,,28.7,,49,,77,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.9,2019-01-09 00:00:00,AB,2019,1,9,-8.3,,-11.7,,-4.9,,0,,,,,,0,,,,,,0,,26.3,,61,,84,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.10,2019-01-10 00:00:00,AB,2019,1,10,-1,,-11.9,,9.9,,0,,,,,,,,,,,,0,,19,,30,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.11,2019-01-11 00:00:00,AB,2019,1,11,-1.4,,-10.3,,7.4,,0,,,,,,,,25,,35,,0,,19.4,,29,,87,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.12,2019-01-12 00:00:00,AB,2019,1,12,2.5,,-4.4,,9.4,,0.5,,,,,,0,,,,,,0,,15.5,,28,,64,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.13,2019-01-13 00:00:00,AB,2019,1,13,1.9,,-6.2,,10.1,,0.3,,,,,,,,,,,,0,,16.1,,17,,66,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.14,2019-01-14 00:00:00,AB,2019,1,14,0.7,,-8.3,,9.7,,0.6,,,,,,,,,,,,0,,17.3,,28,,78,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.15,2019-01-15 00:00:00,AB,2019,1,15,-6.6,,-10.3,,-2.8,,0.2,,,,,,,,,,,,0,,24.6,,74,,95,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.16,2019-01-16 00:00:00,AB,2019,1,16,-6.9,,-8.2,,-5.7,,1.5,,,,,,0,,,,,,0,,24.9,,92,,93,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.17,2019-01-17 00:00:00,AB,2019,1,17,-12.5,,-16.8,,-8.2,,1.7,,,,,,3,,,,,,0,,30.5,,85,,91,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.18,2019-01-18 00:00:00,AB,2019,1,18,-15.9,,-18,,-13.9,,0.9,,,,,,6,,,,,,0,,33.9,,84,,87,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.19,2019-01-19 00:00:00,AB,2019,1,19,-8.3,,-18.6,,2,,0.2,,,,,,6,,26,,34,,0,,26.3,,44,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.21,2019-01-21 00:00:00,AB,2019,1,21,-5.4,,-10.8,,0.1,,0,,,,,,5,,,,,,0,,23.4,,45,,77,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.22,2019-01-22 00:00:00,AB,2019,1,22,-4.1,,-11.6,,3.3,,0,,,,,,5,,27,,50,,0,,22.1,,35,,76,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.23,2019-01-23 00:00:00,AB,2019,1,23,-8,,-17.1,,1,,0,,,,,,5,,36,,52,,0,,26,,46,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.24,2019-01-24 00:00:00,AB,2019,1,24,-9.2,,-19.2,,0.7,,1.1,,,,,,3,,35,,41,,0,,27.2,,54,,84,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.25,2019-01-25 00:00:00,AB,2019,1,25,-2.2,,-7.4,,2.9,,0.5,,,,,,4,,36,,35,,0,,20.2,,51,,93,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.26,2019-01-26 00:00:00,AB,2019,1,26,2.5,,-6.8,,11.9,,0.2,,,,,,4,,27,,44,,0,,15.5,,36,,83,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.27,2019-01-27 00:00:00,AB,2019,1,27,2.2,,-5.7,,10.1,,0,,,,,,1,,34,,78,,0,,15.8,,38,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.28,2019-01-28 00:00:00,AB,2019,1,28,-6.2,,-10.9,,-1.6,,0.3,,,,,,1,,32,,34,,0,,24.2,,39,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.29,2019-01-29 00:00:00,AB,2019,1,29,-8.2,,-15,,-1.3,,0,,,,,,0,,,,,,0,,26.2,,42,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.30,2019-01-30 00:00:00,AB,2019,1,30,-2.1,,-11.1,,6.8,,0.2,,,,,,1,,,,,,0,,20.1,,39,,78,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.1.31,2019-01-31 00:00:00,AB,2019,1,31,1.4,,-6,,8.8,,0.7,,,,,,1,,,,,,0,,16.6,,44,,92,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.1,2019-02-01 00:00:00,AB,2019,2,1,-9.9,,-16.9,,-2.9,,0,,,,,,0,,4,,35,,0,,27.9,,85,,96,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.2,2019-02-02 00:00:00,AB,2019,2,2,-19.5,,-22.4,,-16.7,,0.7,,,,,,2,,36,,42,,0,,37.5,,74,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.3,2019-02-03 00:00:00,AB,2019,2,3,-25.1,,-27.9,,-22.2,,0.2,,,,,,2,,,,,,0,,43.1,,59,,75,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.4,2019-02-04 00:00:00,AB,2019,2,4,-26.4,,-27.8,,-25,,0,,,,,,2,,,,,,0,,44.4,,58,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.5,2019-02-05 00:00:00,AB,2019,2,5,-25.4,,-29.3,,-21.4,,0.3,,,,,,2,,,,,,0,,43.4,,63,,75,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.6,2019-02-06 00:00:00,AB,2019,2,6,-21.2,,-26.9,,-15.6,,0.2,,,,,,2,,,,,,0,,39.2,,45,,81,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.7,2019-02-07 00:00:00,AB,2019,2,7,-18.8,,-26,,-11.6,,0.8,,,,,,2,,,,,,0,,36.8,,59,,84,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.8,2019-02-08 00:00:00,AB,2019,2,8,-18.6,,-24,,-13.2,,1.7,,,,,,2,,2,,45,,0,,36.6,,69,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.9,2019-02-09 00:00:00,AB,2019,2,9,-26.2,,-28.4,,-24,,0.2,,,,,,3,,,,,,0,,44.2,,60,,75,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.10,2019-02-10 00:00:00,AB,2019,2,10,-27,,-30,,-24.1,,1,,,,,,3,,,,,,0,,45,,62,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.11,2019-02-11 00:00:00,AB,2019,2,11,-24.7,,-28.2,,-21.3,,0.9,,,,,,6,,,,,,0,,42.7,,56,,76,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.12,2019-02-12 00:00:00,AB,2019,2,12,-23.6,,-30.3,,-17,,1.2,,,,,,7,,,,,,0,,41.6,,60,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.13,2019-02-13 00:00:00,AB,2019,2,13,-20.7,,-24.4,,-17.1,,1,,,,,,8,,,,,,0,,38.7,,68,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.14,2019-02-14 00:00:00,AB,2019,2,14,-17.8,,-24.8,,-10.7,,0,,,,,,8,,,,,,0,,35.8,,60,,81,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.15,2019-02-15 00:00:00,AB,2019,2,15,-20.1,,-23.2,,-17,,1.7,,,,,,8,,,,,,0,,38.1,,68,,81,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.16,2019-02-16 00:00:00,AB,2019,2,16,-16.7,,-18.2,,-15.2,,1.8,,,,,,13,,35,,50,,0,,34.7,,73,,81,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.17,2019-02-17 00:00:00,AB,2019,2,17,-18.1,,-19.6,,-16.5,,0.2,,,,,,3,,35,,42,,0,,36.1,,69,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.18,2019-02-18 00:00:00,AB,2019,2,18,-19.9,,-24.3,,-15.5,,0,,,,,,3,,,,,,0,,37.9,,58,,82,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.19,2019-02-19 00:00:00,AB,2019,2,19,-12,,-22.7,,-1.3,,0,,,,,,3,,,,,,0,,30,,44,,89,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.20,2019-02-20 00:00:00,AB,2019,2,20,-9,,-13.4,,-4.6,,0.4,,,,,,4,,35,,56,,0,,27,,67,,90,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.21,2019-02-21 00:00:00,AB,2019,2,21,-14.6,,-19.2,,-10,,0,,,,,,3,,1,,52,,0,,32.6,,56,,83,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.22,2019-02-22 00:00:00,AB,2019,2,22,-8.1,,-15.8,,-0.4,,0,,,,,,3,,27,,45,,0,,26.1,,35,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.23,2019-02-23 00:00:00,AB,2019,2,23,-12.4,,-19.9,,-5,,1.3,,,,,,3,,35,,51,,0,,30.4,,56,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.24,2019-02-24 00:00:00,AB,2019,2,24,-20.8,,-24.1,,-17.5,,0,,,,,,3,,,,,,0,,38.8,,54,,82,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.25,2019-02-25 00:00:00,AB,2019,2,25,-24.7,,-31.2,,-18.3,,0,,,,,,3,,,,,,0,,42.7,,58,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.26,2019-02-26 00:00:00,AB,2019,2,26,-18.5,,-25.9,,-11.1,,0,,,,,,3,,,,,,0,,36.5,,34,,77,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.27,2019-02-27 00:00:00,AB,2019,2,27,-13.1,,-23,,-3.3,,0,,,,,,3,,,,,,0,,31.1,,23,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.2.28,2019-02-28 00:00:00,AB,2019,2,28,-9.8,,-15.1,,-4.5,,0,,,,,,3,,2,,36,,0,,27.8,,51,,79,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.1,2019-03-01 00:00:00,AB,2019,3,1,-18.3,,-27.9,,-8.7,,0.4,,,,,,3,,2,,36,,0,,36.3,,58,,78,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.2,2019-03-02 00:00:00,AB,2019,3,2,-26.5,,-32.4,,-20.6,,0.2,,,,,,3,,,,,,0,,44.5,,50,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.3,2019-03-03 00:00:00,AB,2019,3,3,-21.7,,-29.1,,-14.3,,0,,,,,,3,,,,,,0,,39.7,,30,,73,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.4,2019-03-04 00:00:00,AB,2019,3,4,-17,,-26.1,,-7.8,,0,,,,,,3,,,,,,0,,35,,29,,78,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.5,2019-03-05 00:00:00,AB,2019,3,5,-14.3,,-21.2,,-7.4,,0,,,,,,3,,,,,,0,,32.3,,33,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.6,2019-03-06 00:00:00,AB,2019,3,6,-18.6,,-24.7,,-12.4,,0,,,,,,3,,17,,42,,0,,36.6,,68,,83,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.7,2019-03-07 00:00:00,AB,2019,3,7,-13.2,,-17.3,,-9.2,,1.6,,,,,,3,,16,,31,,0,,31.2,,61,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.8,2019-03-08 00:00:00,AB,2019,3,8,-9.4,,-13.9,,-4.9,,0.6,,,,,,5,,,,,,0,,27.4,,59,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.9,2019-03-09 00:00:00,AB,2019,3,9,-9.4,,-15,,-3.8,,0,,,,,,4,,,,,,0,,27.4,,39,,79,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.10,2019-03-10 00:00:00,AB,2019,3,10,-7.2,,-16.2,,1.8,,0,,,,,,3,,,,,,0,,25.2,,27,,85,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.11,2019-03-11 00:00:00,AB,2019,3,11,2.8,,-4,,9.7,,0,,,,,,6,,26,,60,,0,,15.2,,24,,56,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.12,2019-03-12 00:00:00,AB,2019,3,12,1.1,,-2.4,,4.6,,1.2,,,,,,3,,28,,41,,0,,16.9,,43,,92,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.13,2019-03-13 00:00:00,AB,2019,3,13,-2.8,,-6.5,,0.9,,0,,,,,,3,,,,,,0,,20.8,,47,,89,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.14,2019-03-14 00:00:00,AB,2019,3,14,-4.4,,-10.6,,1.8,,0,,,,,,2,,29,,45,,0,,22.4,,33,,79,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.15,2019-03-15 00:00:00,AB,2019,3,15,-0.3,,-3.8,,3.2,,0,,,,,,2,,29,,46,,0,,18.3,,45,,79,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.16,2019-03-16 00:00:00,AB,2019,3,16,-2.5,,-9.5,,4.4,,0,,,,,,1,,,,,,0,,20.5,,31,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.17,2019-03-17 00:00:00,AB,2019,3,17,1.7,,-7,,10.5,,0,,,,,,1,,,,,,0,,16.3,,31,,82,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.18,2019-03-18 00:00:00,AB,2019,3,18,4.3,,-2.3,,10.9,,0,,,,,,1,,,,,,0,,13.7,,22,,68,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.19,2019-03-19 00:00:00,AB,2019,3,19,,M,,M,,M,,M,,,,,1,,,M,,M,,M,,M,,M,,M
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.20,2019-03-20 00:00:00,AB,2019,3,20,7,,-2.5,,16.5,,0,,,,,,0,,,,,,0,,11,,22,,82,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.21,2019-03-21 00:00:00,AB,2019,3,21,5.2,,-2.6,,13,,0,,,,,,1,,,,,,0,,12.8,,32,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.22,2019-03-22 00:00:00,AB,2019,3,22,5.7,,-3.7,,15,,0,,,,,,,,,,,,0,,12.3,,29,,93,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.23,2019-03-23 00:00:00,AB,2019,3,23,3.6,,-3.4,,10.6,,0,,,,,,,,36,,31,,0,,14.4,,52,,95,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.24,2019-03-24 00:00:00,AB,2019,3,24,0.3,,-1,,1.5,,0,,,,,,,,,,,,0,,17.7,,92,,96,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.25,2019-03-25 00:00:00,AB,2019,3,25,3.9,,-1.9,,9.7,,0,,,,,,1,,,,,,0,,14.1,,63,,96,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.26,2019-03-26 00:00:00,AB,2019,3,26,6.3,,-0.8,,13.4,,0,,,,,,1,,33,,61,,0,,11.7,,27,,96,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.27,2019-03-27 00:00:00,AB,2019,3,27,1.4,,-2.8,,5.5,,1.9,,,,,,4,,,,,,0,,16.6,,57,,95,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.28,2019-03-28 00:00:00,AB,2019,3,28,2,,-3.9,,7.9,,0,,,,,,1,,17,,35,,0,,16,,43,,87,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.29,2019-03-29 00:00:00,AB,2019,3,29,2.8,,-4.2,,9.8,,0,,,,,,1,,,,,,0,,15.2,,30,,87,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.30,2019-03-30 00:00:00,AB,2019,3,30,5,,-2.9,,12.8,,0,,,,,,0,,1,,46,,0,,13,,25,,72,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.3.31,2019-03-31 00:00:00,AB,2019,3,31,5.1,,0.3,,9.9,,0,,,,,,1,,13,,40,,0,,12.9,,34,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.1,2019-04-01 00:00:00,AB,2019,4,1,4.1,,-0.5,,8.7,,0,,,,,,1,,33,,36,,0,,13.9,,33,,88,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.2,2019-04-02 00:00:00,AB,2019,4,2,2.4,,-4.9,,9.7,,0,,,,,,0,,13,,41,,0,,15.6,,26,,89,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.3,2019-04-03 00:00:00,AB,2019,4,3,4,,-4.6,,12.6,,0,,,,,,0,,11,,42,,0,,14,,22,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.4,2019-04-04 00:00:00,AB,2019,4,4,6.6,,1,,12.1,,0,,,,,,0,,4,,40,,0,,11.4,,34,,80,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.5,2019-04-05 00:00:00,AB,2019,4,5,4.1,,-2.1,,10.3,,0,,,,,,1,,15,,38,,0,,13.9,,46,,96,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.6,2019-04-06 00:00:00,AB,2019,4,6,6.4,,-0.6,,13.3,,0,,,,,,0,,27,,68,,0,,11.6,,18,,86,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.7,2019-04-07 00:00:00,AB,2019,4,7,6.3,,-0.5,,13.1,,0,,,,,,0,,29,,44,,0,,11.7,,20,,71,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.8,2019-04-08 00:00:00,AB,2019,4,8,5.1,,-2.7,,13,,0,,,,,,0,,,,,,0,,12.9,,17,,71,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.9,2019-04-09 00:00:00,AB,2019,4,9,4,,-5.2,,13.2,,0,,,,,,0,,17,,43,,0,,14,,19,,74,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.10,2019-04-10 00:00:00,AB,2019,4,10,6.8,,1.4,,12.1,,0,,,,,,0,,16,,51,,0,,11.2,,28,,77,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.11,2019-04-11 00:00:00,AB,2019,4,11,2.9,,0.3,,5.4,,5.9,,,,,,0,,35,,39,,0,,15.1,,72,,94,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.12,2019-04-12 00:00:00,AB,2019,4,12,3.2,,-1.5,,7.9,,0.3,,,,,,2,,36,,32,,0,,14.8,,47,,94,
-114.00029722222222,51.10944722222222,CALGARY INT'L CS,3031094,3031094.2019.4.13,2019-04-13 00:00:00,AB,2019,4,13,4.1,,-3.4,,11.6,,0,,,,,,0,,19,,36,,0,,13.9,,27,,86,
